x, 0, 0, 2025-12-17 13:26:31.923466, 2a.sql, 5.355, 620.61, PG
3, 0, 0, 2025-12-17 14:12:58.813323, 10b.sql, 297.275, 227.382, Bao
3, 0, 1, 2025-12-17 14:12:59.711367, 10b.sql, 284.442, 224.164, Bao
3, 0, 2, 2025-12-17 14:13:00.993479, 10b.sql, 261.806, 197.935, Bao
3, 1, 0, 2025-12-17 14:13:03.850904, 31c.sql, 1068.218, 456.442, Bao
3, 1, 1, 2025-12-17 14:13:06.566337, 31c.sql, 1076.454, 446.739, Bao
3, 1, 2, 2025-12-17 14:13:10.712601, 31c.sql, 1042.209, 420.451, Bao
3, 2, 0, 2025-12-17 14:13:14.992929, 30b.sql, 1802.644, 534.302, Bao
3, 2, 1, 2025-12-17 14:13:19.269962, 30b.sql, 1803.233, 530.597, Bao
3, 2, 2, 2025-12-17 14:13:25.681780, 30b.sql, 1768.076, 439.367, Bao
3, 3, 0, 2025-12-17 14:13:29.922770, 26a.sql, 1301.182, 1509.359, Bao
3, 3, 1, 2025-12-17 14:13:34.171060, 26a.sql, 1303.433, 1507.438, Bao
3, 3, 2, 2025-12-17 14:13:41.049039, 26a.sql, 1249.466, 1293.786, Bao
3, 4, 0, 2025-12-17 14:13:49.106743, 17f.sql, 303.98, 7263.192, Bao
3, 4, 1, 2025-12-17 14:13:57.651804, 17f.sql, 301.045, 7842.653, Bao
3, 4, 2, 2025-12-17 14:14:13.448521, 17f.sql, 262.543, 7569.124, Bao
3, 5, 0, 2025-12-17 14:14:14.683003, 2a.sql, 265.105, 610.809, Bao
3, 5, 1, 2025-12-17 14:14:15.912502, 2a.sql, 261.445, 610.386, Bao
3, 5, 2, 2025-12-17 14:14:17.791037, 2a.sql, 220.898, 531.857, Bao
3, 6, 0, 2025-12-17 14:14:19.439641, 13c.sql, 389.847, 759.275, Bao
3, 6, 1, 2025-12-17 14:14:21.073101, 13c.sql, 384.209, 761.732, Bao
3, 6, 2, 2025-12-17 14:14:23.700117, 13c.sql, 362.783, 728.759, Bao
3, 7, 0, 2025-12-17 14:14:25.870982, 22b.sql, 834.736, 383.787, Bao
3, 7, 1, 2025-12-17 14:14:28.038466, 22b.sql, 834.565, 380.429, Bao
3, 7, 2, 2025-12-17 14:14:31.251844, 22b.sql, 805.299, 298.381, Bao
3, 8, 0, 2025-12-17 14:14:33.985611, 22d.sql, 835.905, 939.599, Bao
3, 8, 1, 2025-12-17 14:14:36.720006, 22d.sql, 839.147, 938.632, Bao
3, 8, 2, 2025-12-17 14:14:40.954761, 22d.sql, 802.487, 795.994, Bao
3, 9, 0, 2025-12-17 14:15:07.873521, 8c.sql, 298.06, 26218.803, Bao
3, 9, 1, 2025-12-17 14:15:34.886363, 8c.sql, 299.196, 26214.455, Bao
3, 9, 2, 2025-12-17 14:16:28.042822, 8c.sql, 270.055, 26367.229, Bao
3, 10, 0, 2025-12-17 14:16:28.770954, 6c.sql, 264.674, 102.57, Bao
3, 10, 1, 2025-12-17 14:16:29.502665, 6c.sql, 262.302, 102.215, Bao
3, 10, 2, 2025-12-17 14:16:30.483302, 6c.sql, 233.059, 96.489, Bao
3, 11, 0, 2025-12-17 14:16:40.262832, 17e.sql, 295.447, 9082.828, Bao
3, 11, 1, 2025-12-17 14:16:50.085629, 17e.sql, 303.741, 9118.907, Bao
3, 11, 2, 2025-12-17 14:17:07.508099, 17e.sql, 250.091, 8231.872, Bao
3, 12, 0, 2025-12-17 14:17:11.707691, 24b.sql, 1839.125, 386.265, Bao
3, 12, 1, 2025-12-17 14:17:15.886507, 24b.sql, 1829.334, 384.913, Bao
3, 12, 2, 2025-12-17 14:17:22.179683, 24b.sql, 1793.84, 392.366, Bao
3, 13, 0, 2025-12-17 14:17:24.287358, 15d.sql, 466.025, 1064.087, Bao
3, 13, 1, 2025-12-17 14:17:26.397962, 15d.sql, 467.112, 1070.18, Bao
3, 13, 2, 2025-12-17 14:17:29.699043, 15d.sql, 425.928, 866.332, Bao
3, 14, 0, 2025-12-17 14:17:30.849537, 7b.sql, 340.815, 368.501, Bao
3, 14, 1, 2025-12-17 14:17:31.995122, 7b.sql, 334.505, 374.21, Bao
3, 14, 2, 2025-12-17 14:17:33.600060, 7b.sql, 296.108, 254.136, Bao
3, 15, 0, 2025-12-17 14:17:34.335877, 6c.sql, 265.489, 102.373, Bao
3, 15, 1, 2025-12-17 14:17:35.052955, 6c.sql, 257.265, 103.653, Bao
3, 15, 2, 2025-12-17 14:17:36.018804, 6c.sql, 223.048, 98.261, Bao
3, 16, 0, 2025-12-17 14:17:45.434991, 18c.sql, 293.216, 8725.332, Bao
3, 16, 1, 2025-12-17 14:17:54.727528, 18c.sql, 300.206, 8583.088, Bao
3, 16, 2, 2025-12-17 14:18:12.412906, 18c.sql, 259.842, 8298.723, Bao
3, 17, 0, 2025-12-17 14:18:13.672831, 2a.sql, 275.078, 611.933, Bao
3, 17, 1, 2025-12-17 14:18:14.916425, 2a.sql, 260.585, 611.635, Bao
3, 17, 2, 2025-12-17 14:18:16.797346, 2a.sql, 220.015, 529.436, Bao
3, 18, 0, 2025-12-17 14:18:28.952659, 28c.sql, 5393.544, 1179.109, Bao
3, 18, 1, 2025-12-17 14:18:41.109300, 28c.sql, 5397.579, 1185.403, Bao
3, 18, 2, 2025-12-17 14:18:59.260013, 28c.sql, 5265.96, 1018.876, Bao
3, 19, 0, 2025-12-17 14:19:00.676048, 15a.sql, 464.556, 376.171, Bao
3, 19, 1, 2025-12-17 14:19:02.177755, 15a.sql, 463.218, 388.149, Bao
3, 19, 2, 2025-12-17 14:19:04.326242, 15a.sql, 429.994, 371.352, Bao
3, 20, 0, 2025-12-17 14:19:13.345898, 33c.sql, 4372.855, 101.799, Bao
3, 20, 1, 2025-12-17 14:19:22.355648, 33c.sql, 4356.087, 102.229, Bao
3, 20, 2, 2025-12-17 14:19:35.742021, 33c.sql, 4334.015, 94.688, Bao
3, 21, 0, 2025-12-17 14:19:39.975777, 26a.sql, 1301.896, 1511.879, Bao
3, 21, 1, 2025-12-17 14:19:44.216287, 26a.sql, 1300.969, 1506.07, Bao
3, 21, 2, 2025-12-17 14:19:50.944601, 26a.sql, 1243.412, 1302.11, Bao
3, 22, 0, 2025-12-17 14:19:51.839586, 3a.sql, 255.31, 286.919, Bao
3, 22, 1, 2025-12-17 14:19:52.738192, 3a.sql, 255.76, 287.82, Bao
3, 22, 2, 2025-12-17 14:19:53.981162, 3a.sql, 215.424, 215.026, Bao
3, 23, 0, 2025-12-17 14:20:01.330156, 25c.sql, 436.932, 6379.944, Bao
3, 23, 1, 2025-12-17 14:20:08.676108, 25c.sql, 442.377, 6371.101, Bao
3, 23, 2, 2025-12-17 14:20:22.564697, 25c.sql, 403.331, 6180.895, Bao
3, 24, 0, 2025-12-17 14:20:23.578629, 10a.sql, 296.085, 317.969, Bao
3, 24, 1, 2025-12-17 14:20:24.568888, 10a.sql, 284.293, 318.093, Bao
3, 24, 2, 2025-12-17 14:20:26.031455, 10a.sql, 267.982, 287.10, Bao
4, 0, 0, 2025-12-17 14:20:33.238240, 19c.sql, 615.954, 550.579, Bao
4, 0, 1, 2025-12-17 14:20:35.171233, 19c.sql, 623.424, 573.447, Bao
4, 0, 2, 2025-12-17 14:20:38.083144, 19c.sql, 585.031, 465.563, Bao
4, 1, 0, 2025-12-17 14:20:41.760214, 10c.sql, 291.907, 2904.035, Bao
4, 1, 1, 2025-12-17 14:20:45.427671, 10c.sql, 290.163, 2893.314, Bao
4, 1, 2, 2025-12-17 14:20:51.933289, 10c.sql, 258.801, 2811.449, Bao
4, 2, 0, 2025-12-17 14:20:55.840897, 7c.sql, 334.473, 3143.174, Bao
4, 2, 1, 2025-12-17 14:20:59.744831, 7c.sql, 335.832, 3136.072, Bao
4, 2, 2, 2025-12-17 14:21:06.518271, 7c.sql, 295.97, 2972.124, Bao
4, 3, 0, 2025-12-17 14:21:11.375340, 6d.sql, 263.567, 4237.90, Bao
4, 3, 1, 2025-12-17 14:21:16.220657, 6d.sql, 262.439, 4229.206, Bao
4, 3, 2, 2025-12-17 14:21:24.993254, 6d.sql, 224.772, 3943.401, Bao
4, 4, 0, 2025-12-17 14:21:25.849690, 5a.sql, 263.896, 228.639, Bao
4, 4, 1, 2025-12-17 14:21:26.690715, 5a.sql, 249.393, 230.765, Bao
4, 4, 2, 2025-12-17 14:21:27.926571, 5a.sql, 234.238, 224.733, Bao
4, 5, 0, 2025-12-17 14:21:29.571522, 19a.sql, 607.954, 313.404, Bao
4, 5, 1, 2025-12-17 14:21:31.239846, 19a.sql, 616.392, 321.072, Bao
4, 5, 2, 2025-12-17 14:21:33.740518, 19a.sql, 586.541, 316.08, Bao
4, 6, 0, 2025-12-17 14:21:34.752682, 11d.sql, 333.933, 245.338, Bao
4, 6, 1, 2025-12-17 14:21:35.755788, 11d.sql, 330.851, 239.556, Bao
4, 6, 2, 2025-12-17 14:21:37.188985, 11d.sql, 291.839, 226.664, Bao
4, 7, 0, 2025-12-17 14:21:42.081832, 6d.sql, 262.801, 4268.928, Bao
4, 7, 1, 2025-12-17 14:21:46.945798, 6d.sql, 264.459, 4242.357, Bao
4, 7, 2, 2025-12-17 14:21:55.719508, 6d.sql, 226.184, 3944.082, Bao
4, 8, 0, 2025-12-17 14:21:59.720895, 8c.sql, 300.463, 3205.322, Bao
4, 8, 1, 2025-12-17 14:22:03.763840, 8c.sql, 295.398, 3247.572, Bao
4, 8, 2, 2025-12-17 14:22:10.653343, 8c.sql, 260.04, 3116.407, Bao
4, 9, 0, 2025-12-17 14:22:12.840487, 12c.sql, 339.224, 1407.60, Bao
4, 9, 1, 2025-12-17 14:22:15.112267, 12c.sql, 428.007, 1403.067, Bao
4, 9, 2, 2025-12-17 14:22:18.703439, 12c.sql, 297.779, 1252.889, Bao
4, 10, 0, 2025-12-17 14:22:21.024272, 23c.sql, 835.521, 532.267, Bao
4, 10, 1, 2025-12-17 14:22:23.336867, 23c.sql, 834.925, 523.212, Bao
4, 10, 2, 2025-12-17 14:22:26.789954, 23c.sql, 798.716, 416.181, Bao
4, 11, 0, 2025-12-17 14:22:27.861577, 12a.sql, 339.291, 295.827, Bao
4, 11, 1, 2025-12-17 14:22:28.937268, 12a.sql, 339.166, 294.808, Bao
4, 11, 2, 2025-12-17 14:22:30.518191, 12a.sql, 312.698, 283.248, Bao
4, 12, 0, 2025-12-17 14:22:43.674631, 33b.sql, 6437.904, 98.94, Bao
4, 12, 1, 2025-12-17 14:22:56.858075, 33b.sql, 6443.175, 98.773, Bao
4, 12, 2, 2025-12-17 14:23:16.471748, 33b.sql, 6429.124, 93.161, Bao
4, 13, 0, 2025-12-17 14:23:25.513168, 33c.sql, 4365.973, 108.736, Bao
4, 13, 1, 2025-12-17 14:23:34.527824, 33c.sql, 4355.765, 105.578, Bao
4, 13, 2, 2025-12-17 14:23:47.899987, 33c.sql, 4334.772, 98.819, Bao
4, 14, 0, 2025-12-17 14:23:49.088983, 14a.sql, 325.558, 425.579, Bao
4, 14, 1, 2025-12-17 14:23:50.279050, 14a.sql, 324.669, 424.428, Bao
4, 14, 2, 2025-12-17 14:23:51.987697, 14a.sql, 286.645, 320.975, Bao
4, 15, 0, 2025-12-17 14:23:53.945799, 23b.sql, 840.91, 165.912, Bao
4, 15, 1, 2025-12-17 14:23:55.902344, 23b.sql, 841.799, 158.739, Bao
4, 15, 2, 2025-12-17 14:23:58.719478, 23b.sql, 807.992, 134.334, Bao
4, 16, 0, 2025-12-17 14:24:02.686544, 26c.sql, 1296.868, 1242.234, Bao
4, 16, 1, 2025-12-17 14:24:06.650724, 26c.sql, 1301.019, 1237.403, Bao
4, 16, 2, 2025-12-17 14:24:12.743151, 26c.sql, 1260.818, 1004.024, Bao
4, 17, 0, 2025-12-17 14:24:22.559652, 17e.sql, 305.935, 9113.935, Bao
4, 17, 1, 2025-12-17 14:24:32.367270, 17e.sql, 305.584, 9109.809, Bao
4, 17, 2, 2025-12-17 14:24:50.448522, 17e.sql, 265.902, 8843.246, Bao
4, 18, 0, 2025-12-17 14:24:51.198183, 6c.sql, 284.874, 100.674, Bao
4, 18, 1, 2025-12-17 14:24:51.917116, 6c.sql, 261.957, 100.524, Bao
4, 18, 2, 2025-12-17 14:24:52.915642, 6c.sql, 234.012, 105.952, Bao
4, 19, 0, 2025-12-17 14:24:54.200328, 21c.sql, 452.404, 174.851, Bao
4, 19, 1, 2025-12-17 14:24:55.487444, 21c.sql, 455.449, 172.633, Bao
4, 19, 2, 2025-12-17 14:24:57.151110, 21c.sql, 415.099, 161.57, Bao
4, 20, 0, 2025-12-17 14:24:59.534412, 16c.sql, 340.877, 1548.803, Bao
4, 20, 1, 2025-12-17 14:25:02.084213, 16c.sql, 341.307, 1696.244, Bao
4, 20, 2, 2025-12-17 14:25:06.123284, 16c.sql, 302.88, 1462.706, Bao
4, 21, 0, 2025-12-17 14:25:09.880264, 26a.sql, 1305.935, 1018.912, Bao
4, 21, 1, 2025-12-17 14:25:13.627453, 26a.sql, 1304.167, 1021.86, Bao
4, 21, 2, 2025-12-17 14:25:19.328701, 26a.sql, 1262.981, 795.76, Bao
4, 22, 0, 2025-12-17 14:25:20.079659, 32a.sql, 287.371, 109.867, Bao
4, 22, 1, 2025-12-17 14:25:20.814054, 32a.sql, 265.306, 100.402, Bao
4, 22, 2, 2025-12-17 14:25:21.810374, 32a.sql, 233.914, 100.458, Bao
4, 23, 0, 2025-12-17 14:25:38.289475, 16b.sql, 343.951, 15612.147, Bao
4, 23, 1, 2025-12-17 14:25:55.934194, 16b.sql, 343.07, 16847.475, Bao
4, 23, 2, 2025-12-17 14:26:28.893239, 16b.sql, 305.605, 16477.179, Bao
4, 24, 0, 2025-12-17 14:26:30.483808, 19b.sql, 627.248, 237.266, Bao
4, 24, 1, 2025-12-17 14:26:32.074437, 19b.sql, 627.127, 237.954, Bao
4, 24, 2, 2025-12-17 14:26:34.421685, 19b.sql, 593.486, 230.099, Bao
5, 0, 0, 2025-12-17 14:26:50.088767, 9d.sql, 349.274, 4833.874, Bao
5, 0, 1, 2025-12-17 14:26:55.989016, 9d.sql, 347.766, 5102.176, Bao
5, 0, 2, 2025-12-17 14:27:06.558889, 9d.sql, 308.878, 4760.652, Bao
5, 1, 0, 2025-12-17 14:27:07.893005, 2b.sql, 266.346, 708.469, Bao
5, 1, 1, 2025-12-17 14:27:09.214948, 2b.sql, 262.054, 705.997, Bao
5, 1, 2, 2025-12-17 14:27:11.285779, 2b.sql, 222.077, 630.976, Bao
5, 2, 0, 2025-12-17 14:27:13.567913, 22b.sql, 838.543, 345.918, Bao
5, 2, 1, 2025-12-17 14:27:15.748937, 22b.sql, 839.9, 380.469, Bao
5, 2, 2, 2025-12-17 14:27:18.967450, 22b.sql, 809.667, 294.884, Bao
5, 3, 0, 2025-12-17 14:27:20.391994, 25b.sql, 449.003, 436.043, Bao
5, 3, 1, 2025-12-17 14:27:21.817537, 25b.sql, 444.825, 433.489, Bao
5, 3, 2, 2025-12-17 14:27:23.914872, 25b.sql, 405.9, 350.968, Bao
5, 4, 0, 2025-12-17 14:27:30.294016, 13d.sql, 386.611, 5375.684, Bao
5, 4, 1, 2025-12-17 14:27:36.513208, 13d.sql, 391.083, 5333.836, Bao
5, 4, 2, 2025-12-17 14:27:47.719609, 13d.sql, 355.316, 5312.123, Bao
5, 5, 0, 2025-12-17 14:27:58.918998, 17a.sql, 295.204, 10500.899, Bao
5, 5, 1, 2025-12-17 14:28:10.831087, 17a.sql, 306.089, 11204.776, Bao
5, 5, 2, 2025-12-17 14:28:33.221881, 17a.sql, 259.116, 10981.689, Bao
5, 6, 0, 2025-12-17 14:28:33.944270, 1a.sql, 266.802, 98.8, Bao
5, 6, 1, 2025-12-17 14:28:34.665183, 1a.sql, 263.035, 96.499, Bao
5, 6, 2, 2025-12-17 14:28:35.648925, 1a.sql, 224.179, 96.384, Bao
5, 7, 0, 2025-12-17 14:28:48.575382, 28a.sql, 5382.452, 1036.169, Bao
5, 7, 1, 2025-12-17 14:29:01.484722, 28a.sql, 5400.553, 1028.268, Bao
5, 7, 2, 2025-12-17 14:29:19.621554, 28a.sql, 5262.071, 939.224, Bao
5, 8, 0, 2025-12-17 14:29:25.552851, 17b.sql, 288.023, 5210.947, Bao
5, 8, 1, 2025-12-17 14:29:31.365356, 17b.sql, 292.881, 5065.665, Bao
5, 8, 2, 2025-12-17 14:29:43.438019, 17b.sql, 255.987, 5075.428, Bao
5, 9, 0, 2025-12-17 14:29:45.909895, 16d.sql, 346.387, 1679.028, Bao
5, 9, 1, 2025-12-17 14:29:48.415714, 16d.sql, 351.151, 1696.804, Bao
5, 9, 2, 2025-12-17 14:29:52.507753, 16d.sql, 311.657, 1497.151, Bao
5, 10, 0, 2025-12-17 14:29:53.391467, 12b.sql, 345.358, 84.689, Bao
5, 10, 1, 2025-12-17 14:29:54.239267, 12b.sql, 329.625, 84.012, Bao
5, 10, 2, 2025-12-17 14:29:55.469143, 12b.sql, 301.094, 82.901, Bao
5, 11, 0, 2025-12-17 14:32:06.122773, 29c.sql, 60228.654, 7314.714, Bao
5, 11, 1, 2025-12-17 14:34:17.139526, 29c.sql, 60526.932, 7278.465, Bao
5, 11, 2, 2025-12-17 14:37:37.659876, 29c.sql, 59417.337, 7189.221, Bao
5, 12, 0, 2025-12-17 14:37:48.789199, 17a.sql, 305.27, 10373.08, Bao
5, 12, 1, 2025-12-17 14:38:00.729044, 17a.sql, 303.415, 11230.684, Bao
5, 12, 2, 2025-12-17 14:38:21.226312, 17a.sql, 261.219, 9943.139, Bao
5, 13, 0, 2025-12-17 14:38:22.847180, 7a.sql, 341.823, 767.855, Bao
5, 13, 1, 2025-12-17 14:38:24.452025, 7a.sql, 337.057, 770.716, Bao
5, 13, 2, 2025-12-17 14:38:27.090624, 7a.sql, 345.467, 624.166, Bao
5, 14, 0, 2025-12-17 14:38:28.041861, 6b.sql, 263.209, 306.06, Bao
5, 14, 1, 2025-12-17 14:38:28.971252, 6b.sql, 260.013, 306.831, Bao
5, 14, 2, 2025-12-17 14:38:30.410776, 6b.sql, 230.266, 246.569, Bao
5, 15, 0, 2025-12-17 14:38:31.291875, 12b.sql, 341.986, 84.686, Bao
5, 15, 1, 2025-12-17 14:38:32.122844, 12b.sql, 320.872, 84.52, Bao
5, 15, 2, 2025-12-17 14:38:33.292953, 12b.sql, 305.31, 82.733, Bao
5, 16, 0, 2025-12-17 14:38:39.074686, 17b.sql, 289.12, 5020.767, Bao
5, 16, 1, 2025-12-17 14:38:44.942599, 17b.sql, 339.215, 5078.81, Bao
5, 16, 2, 2025-12-17 14:38:57.917341, 17b.sql, 266.929, 6039.139, Bao
5, 17, 0, 2025-12-17 14:38:59.448183, 2d.sql, 268.602, 894.286, Bao
5, 17, 1, 2025-12-17 14:39:00.979323, 2d.sql, 269.216, 897.51, Bao
5, 17, 2, 2025-12-17 14:39:03.367414, 2d.sql, 226.143, 765.686, Bao
5, 18, 0, 2025-12-17 14:39:05.805743, 16d.sql, 349.522, 1571.826, Bao
5, 18, 1, 2025-12-17 14:39:08.293839, 16d.sql, 346.97, 1690.963, Bao
5, 18, 2, 2025-12-17 14:39:12.395515, 16d.sql, 310.692, 1500.70, Bao
5, 19, 0, 2025-12-17 14:39:13.595247, 14a.sql, 349.952, 428.113, Bao
5, 19, 1, 2025-12-17 14:39:14.820495, 14a.sql, 322.13, 435.932, Bao
5, 19, 2, 2025-12-17 14:39:16.514101, 14a.sql, 287.357, 318.528, Bao
5, 20, 0, 2025-12-17 14:39:18.065968, 8a.sql, 292.157, 807.5, Bao
5, 20, 1, 2025-12-17 14:39:19.609453, 8a.sql, 293.274, 799.231, Bao
5, 20, 2, 2025-12-17 14:39:22.065824, 8a.sql, 274.722, 756.667, Bao
5, 21, 0, 2025-12-17 14:39:26.161402, 27b.sql, 1929.144, 106.60, Bao
5, 21, 1, 2025-12-17 14:39:30.258381, 27b.sql, 1911.346, 108.143, Bao
5, 21, 2, 2025-12-17 14:39:36.233117, 27b.sql, 1877.77, 104.52, Bao
5, 22, 0, 2025-12-17 14:39:38.150275, 23b.sql, 810.858, 161.729, Bao
5, 22, 1, 2025-12-17 14:39:40.048888, 23b.sql, 812.952, 157.319, Bao
5, 22, 2, 2025-12-17 14:39:42.815914, 23b.sql, 784.01, 141.696, Bao
5, 23, 0, 2025-12-17 14:39:43.598878, 3b.sql, 236.216, 207.714, Bao
5, 23, 1, 2025-12-17 14:39:44.419326, 3b.sql, 235.04, 225.691, Bao
5, 23, 2, 2025-12-17 14:39:45.505752, 3b.sql, 207.831, 160.411, Bao
5, 24, 0, 2025-12-17 14:39:46.289799, 4b.sql, 250.245, 172.472, Bao
5, 24, 1, 2025-12-17 14:39:47.058253, 4b.sql, 240.094, 182.881, Bao
5, 24, 2, 2025-12-17 14:39:48.084652, 4b.sql, 210.061, 146.015, Bao
6, 0, 0, 2025-12-17 14:39:55.225312, 16a.sql, 319.885, 304.238, Bao
6, 0, 1, 2025-12-17 14:39:56.427433, 16a.sql, 323.616, 350.039, Bao
6, 0, 2, 2025-12-17 14:39:57.910834, 16a.sql, 290.599, 218.452, Bao
6, 1, 0, 2025-12-17 14:40:01.665742, 13a.sql, 363.315, 2792.1, Bao
6, 1, 1, 2025-12-17 14:40:05.364749, 13a.sql, 365.693, 2750.356, Bao
6, 1, 2, 2025-12-17 14:40:11.675206, 13a.sql, 327.721, 2707.356, Bao
6, 2, 0, 2025-12-17 14:40:13.908418, 22a.sql, 811.563, 495.12, Bao
6, 2, 1, 2025-12-17 14:40:16.142500, 22a.sql, 805.267, 494.2, Bao
6, 2, 2, 2025-12-17 14:40:19.482610, 22a.sql, 780.495, 412.915, Bao
6, 3, 0, 2025-12-17 14:40:20.701991, 21c.sql, 432.546, 171.30, Bao
6, 3, 1, 2025-12-17 14:40:21.860487, 21c.sql, 450.806, 167.581, Bao
6, 3, 2, 2025-12-17 14:40:23.520981, 21c.sql, 410.863, 156.173, Bao
6, 4, 0, 2025-12-17 14:40:25.581609, 23a.sql, 827.25, 298.165, Bao
6, 4, 1, 2025-12-17 14:40:27.632487, 23a.sql, 818.581, 294.901, Bao
6, 4, 2, 2025-12-17 14:40:30.612813, 23a.sql, 789.163, 225.944, Bao
6, 5, 0, 2025-12-17 14:40:31.341467, 32a.sql, 253.68, 99.603, Bao
6, 5, 1, 2025-12-17 14:40:32.066891, 32a.sql, 268.644, 106.96, Bao
6, 5, 2, 2025-12-17 14:40:33.040472, 32a.sql, 219.379, 94.454, Bao
6, 6, 0, 2025-12-17 14:40:38.501777, 30a.sql, 1758.455, 1802.001, Bao
6, 6, 1, 2025-12-17 14:40:43.883689, 30a.sql, 1747.345, 1745.382, Bao
6, 6, 2, 2025-12-17 14:40:52.478911, 30a.sql, 1711.381, 1572.276, Bao
6, 7, 0, 2025-12-17 14:40:56.241309, 9c.sql, 326.325, 3009.401, Bao
6, 7, 1, 2025-12-17 14:41:00.087950, 9c.sql, 330.323, 2964.095, Bao
6, 7, 2, 2025-12-17 14:41:06.876453, 9c.sql, 304.79, 2865.897, Bao
6, 8, 0, 2025-12-17 14:41:08.867965, 13b.sql, 391.301, 1130.341, Bao
6, 8, 1, 2025-12-17 14:41:10.859541, 13b.sql, 372.825, 1124.863, Bao
6, 8, 2, 2025-12-17 14:41:14.272837, 13b.sql, 352.507, 1089.082, Bao
6, 9, 0, 2025-12-17 14:41:15.521463, 21a.sql, 446.507, 170.80, Bao
6, 9, 1, 2025-12-17 14:41:16.690693, 21a.sql, 448.559, 180.24, Bao
6, 9, 2, 2025-12-17 14:41:18.378818, 21a.sql, 404.755, 157.475, Bao
6, 10, 0, 2025-12-17 14:41:19.091380, 1a.sql, 241.44, 107.01, Bao
6, 10, 1, 2025-12-17 14:41:19.803067, 1a.sql, 244.267, 97.201, Bao
6, 10, 2, 2025-12-17 14:41:20.772756, 1a.sql, 226.908, 89.81, Bao
6, 11, 0, 2025-12-17 14:41:21.687553, 6b.sql, 262.044, 307.98, Bao
6, 11, 1, 2025-12-17 14:41:22.568622, 6b.sql, 243.528, 294.482, Bao
6, 11, 2, 2025-12-17 14:41:23.913887, 6b.sql, 211.48, 258.523, Bao
6, 12, 0, 2025-12-17 14:41:30.457110, 17d.sql, 300.647, 5838.948, Bao
6, 12, 1, 2025-12-17 14:41:37.279991, 17d.sql, 315.706, 6098.508, Bao
6, 12, 2, 2025-12-17 14:41:47.714591, 17d.sql, 264.534, 4728.341, Bao
6, 13, 0, 2025-12-17 14:41:48.768277, 16a.sql, 325.998, 304.537, Bao
6, 13, 1, 2025-12-17 14:41:49.832123, 16a.sql, 324.646, 299.945, Bao
6, 13, 2, 2025-12-17 14:41:51.328871, 16a.sql, 290.016, 222.953, Bao
6, 14, 0, 2025-12-17 14:41:54.999816, 22c.sql, 803.836, 1933.911, Bao
6, 14, 1, 2025-12-17 14:41:58.670425, 22c.sql, 803.53, 1938.216, Bao
6, 14, 2, 2025-12-17 14:42:04.858979, 22c.sql, 780.385, 1834.027, Bao
6, 15, 0, 2025-12-17 14:42:06.018247, 21c.sql, 438.073, 173.365, Bao
6, 15, 1, 2025-12-17 14:42:07.203998, 21c.sql, 432.268, 170.264, Bao
6, 15, 2, 2025-12-17 14:42:08.846261, 21c.sql, 401.723, 162.2, Bao
6, 16, 0, 2025-12-17 14:42:10.012876, 18a.sql, 279.024, 503.741, Bao
6, 16, 1, 2025-12-17 14:42:11.172947, 18a.sql, 281.317, 494.224, Bao
6, 16, 2, 2025-12-17 14:42:12.996397, 18a.sql, 253.857, 438.566, Bao
6, 17, 0, 2025-12-17 14:42:18.631657, 17d.sql, 275.707, 4974.035, Bao
6, 17, 1, 2025-12-17 14:42:25.559355, 17d.sql, 284.177, 6149.481, Bao
6, 17, 2, 2025-12-17 14:42:38.213017, 17d.sql, 265.787, 5854.04, Bao
6, 18, 0, 2025-12-17 14:42:42.227288, 7c.sql, 331.041, 3161.40, Bao
6, 18, 1, 2025-12-17 14:42:46.200860, 7c.sql, 316.037, 3162.848, Bao
6, 18, 2, 2025-12-17 14:42:53.025475, 7c.sql, 295.722, 2969.02, Bao
6, 19, 0, 2025-12-17 14:42:57.089841, 22c.sql, 831.378, 2030.887, Bao
6, 19, 1, 2025-12-17 14:43:00.810462, 22c.sql, 811.128, 1951.948, Bao
6, 19, 2, 2025-12-17 14:43:07.027039, 22c.sql, 780.159, 1834.362, Bao
6, 20, 0, 2025-12-17 14:43:07.934337, 6b.sql, 244.101, 303.553, Bao
6, 20, 1, 2025-12-17 14:43:08.841913, 6b.sql, 242.673, 303.334, Bao
6, 20, 2, 2025-12-17 14:43:10.117968, 6b.sql, 213.894, 238.577, Bao
6, 21, 0, 2025-12-17 14:43:13.914290, 26c.sql, 1272.758, 1105.073, Bao
6, 21, 1, 2025-12-17 14:43:17.679378, 26c.sql, 1280.41, 1066.8, Bao
6, 21, 2, 2025-12-17 14:43:23.455683, 26c.sql, 1246.68, 895.562, Bao
6, 22, 0, 2025-12-17 14:43:24.445293, 11c.sql, 315.519, 254.451, Bao
6, 22, 1, 2025-12-17 14:43:25.432051, 11c.sql, 313.176, 255.213, Bao
6, 22, 2, 2025-12-17 14:43:26.840722, 11c.sql, 278.148, 238.697, Bao
6, 23, 0, 2025-12-17 14:43:31.072957, 9d.sql, 331.614, 3368.142, Bao
6, 23, 1, 2025-12-17 14:43:35.251543, 9d.sql, 351.771, 3295.162, Bao
6, 23, 2, 2025-12-17 14:43:42.839553, 9d.sql, 322.997, 3262.943, Bao
6, 24, 0, 2025-12-17 14:43:43.688496, 5b.sql, 265.65, 220.147, Bao
6, 24, 1, 2025-12-17 14:43:44.550328, 5b.sql, 261.812, 221.429, Bao
